320;116994647;341
321;116997782;91
322;116999839;688
323;116982018;771
324;116998615;511
325;116996423;164
326;116998078;769
327;116978411;766
328;116993704;655
329;116995434;148
330;116996678;166
331;115581668;448
332;116984862;605
333;116970697;988
334;116972819;294
335;116989111;932
336;116998078;644
337;109966857;90
338;116986050;496
339;116997285;831
340;116997285;273
341;116986549;4
342;116996563;646
343;116979335;987
344;105017267;670
345;116987199;21
346;116989572;674
347;116977898;913
348;116988846;868
349;116995890;864
350;116995890;376
351;116998587;335
352;116989572;9
353;116994647;274
354;112728109;531
355;116999839;433
356;116988025;713
357;116995039;902
358;116993821;321
359;116989838;379
360;116997782;949
361;116986220;704
362;116990412;839
363;114111751;184
364;116996563;592
365;116996678;27
366;116981521;911
367;116976668;827
368;116987061;96
369;116998587;399
370;116979349;9
371;116999870;710
372;116995785;853
373;116995785;423
374;116998993;864
375;116982018;985
376;105009136;865
377;116997285;967
378;116979335;589
379;114111751;207
380;105022791;108
381;116995890;54
382;116989267;887
383;116996678;463
384;116983918;392
385;116998078;449
386;116999870;969
387;116983116;622
388;116995890;933
389;116996678;356
390;116979335;374
391;116988846;272
392;116983506;220
393;105010342;606
394;116989396;876
395;116986220;556
396;116998587;770
397;116992444;145
398;116990862;710
399;116994488;523
400;116997080;808
401;116999205;230
402;105009136;78
403;116996419;557
404;116981657;424
405;116981521;113
406;116990862;570
407;116983506;130
408;105007308;634
409;116998587;638
410;116996423;878
411;105009136;30
412;116998197;561
413;116996889;327
414;116976668;815
415;116983918;708
416;116984862;884
417;116986050;374
418;116978411;225
419;116992351;124
420;116995890;616
421;116989838;932
422;116977898;999
423;116992444;77
424;116995890;960
425;116983506;509
426;116998587;797
427;116979349;848
428;116981657;285
429;116983116;252
430;116988254;262
431;116976668;750
432;112623515;379
433;116982018;740
434;116989111;324
435;116993704;358
436;109061299;629
437;116993704;480
438;116987064;632
439;105016490;52
440;116989111;672
441;105016490;690
442;116998560;662
443;116996423;262
444;116987061;972
445;116986549;793
446;116987713;731
447;116989572;3
448;116999205;882
449;116994947;808
450;116996889;516
451;116995889;519
452;116983918;206
453;107516412;841
454;116996889;467
455;116977898;25
456;105017267;868
457;116990523;473
458;116999870;524
459;116983116;742
460;116989396;81
461;105009136;253
462;107314587;734
463;116999205;843
464;112623515;603
465;116999877;88
466;116994947;366
467;107314587;94
468;116996889;515
469;116995785;132
470;116993821;922
471;105022791;386
472;116998432;74
473;114111751;780
474;116979335;61
475;116970610;388
476;116993704;89
477;116996889;757
478;116998560;405
479;116989267;878
480;115581668;780
481;116992351;508
482;116981521;65
483;116989572;791
484;116998560;149
485;107314587;288
486;116998587;247
487;116979335;552
488;116999839;238
489;116988262;155
490;105009136;974
491;116979349;321
492;105017267;503
493;116970610;59
494;116988254;501
495;116996423;336
496;116999839;874
497;116983506;30
498;116998078;626
499;112728109;147
500;116983116;525
501;116988262;676
502;116995822;510
503;105016490;564
504;116997080;135
505;116987061;368
506;116995434;993
507;116986549;890
508;116992444;854
509;116989585;330
510;116972819;407
511;116989838;269
512;112623515;374
513;116993973;233
514;116998197;91
515;116999205;723
516;116989111;90
517;116991103;682
518;116970697;210
519;116978411;888
520;115581668;963
521;116999870;613
522;116995785;71
523;116998078;268
524;116996423;498
525;116995889;773
526;116989396;930
527;116986050;359
528;116994947;190
529;116998993;724
530;116999213;324
531;116989572;902
532;116979349;508
533;116990412;721
534;116986220;467
535;116993158;419
536;106019241;150
537;116998078;110
538;116984187;781
539;116987064;852
540;116987199;214
541;116994647;617
542;116998197;307
543;116989396;508
544;116989838;459
545;116996423;538
546;116979349;615
547;116981521;296
548;116977898;274
549;116976668;231
550;116985895;827
551;116996678;270
552;116984862;143
553;116995889;504
554;116987061;331
555;116996563;466
556;107516412;409
557;116995889;110
558;116998560;394
559;116984187;846
560;116983506;943
561;116998560;930
562;116989267;80
563;116994947;141
564;116993704;906
565;116989111;475
566;116995039;662
567;113746258;383
568;116976668;416
569;116989267;864
570;107314587;146
571;113746258;556
572;116986549;714
573;109061299;127
574;116999839;875
575;116985895;727
576;116998078;830
577;116988025;583
578;116990862;57
579;116998560;695
580;113746258;347
581;116995822;542
582;116998587;368
583;105018106;127
584;116990862;470
585;112623515;87
586;116987713;678
587;105016490;996
588;116998197;984
589;116988262;971
590;116986050;461
591;116994647;930
592;116972699;132
593;116992351;5
594;116987061;313
595;116999839;246
596;116995889;966
597;116991103;944
598;116983506;366
599;109061299;90
600;116989572;28
601;116992351;690
602;116976668;605
603;116993158;884
604;105007308;699
605;116989585;568
606;105017267;683
607;116984862;459
608;105009136;883
609;109966857;526
610;116993973;438
611;116973845;302
612;116988262;555
613;116995890;622
614;105016490;103
615;116999839;92
616;116998432;639
617;116993704;619
618;116987064;31
619;105009136;942
620;116999205;567
621;116979349;668
622;107314587;502
623;116999705;543
624;115581668;148
625;116989838;505
626;116993821;645
627;116988254;600
628;116982833;932
629;116997285;339
630;116993973;249
631;116996563;173
632;107516412;679
633;116981657;843
634;116999874;880
635;116999877;320
636;116993973;516
637;116986220;448
638;116995039;301
639;116999213;438
640;114111751;13
641;112623515;723
642;116993158;976
643;116999213;500
644;116988254;742
645;116984862;881
646;116982833;302
647;116983116;999
648;116986220;147
649;113746258;559
650;116986220;309
651;116988262;588
652;116999205;103
653;113746258;707
654;116982018;488
655;105010342;420
656;109061299;590
657;116983116;988
658;116998197;97
659;116983506;187
660;105018106;851
661;116979135;465
662;116986220;582
663;116988254;63
664;116995822;466
665;116986220;583
666;116976668;94
667;105016490;746
668;116997782;308
669;116987199;873
670;116979335;497
671;116995785;195
672;105007308;415
673;105018106;534
674;105016490;95
675;116988846;272
676;116991103;954
677;116983918;526
678;116999705;236
679;116983918;481
680;116999213;288
681;116995822;562
682;116970697;835
683;116982833;416
684;116994947;937
685;116997080;197
686;116994488;388
687;107314587;691
688;109966857;451
689;112623515;815
690;105009136;487
691;112623515;987
692;116979335;169
693;116999205;730
694;109966857;235
695;116979135;395
696;116999205;685
697;116999870;766
698;116989111;362
699;116992444;446
700;116999839;821
701;116987713;153
702;105010342;844
703;116982833;863
704;116979335;884
705;116983116;915
706;105010342;812
707;113746258;398
708;116997782;237
709;116998587;964
710;116972699;974
711;116978411;770
712;116999874;158
713;116982833;489
714;116988846;127
715;116998432;908
716;116998560;816
717;116992444;44
718;116987064;174
719;116993821;291
720;116999874;128
721;116988262;541
722;116995039;37
723;116979349;788
724;116979335;927
725;116995434;943
726;116995889;477
727;116989572;999
728;116994647;431
729;116990523;651
730;116981521;8
731;116993704;302
732;116998587;3
733;116990523;994
734;116993704;910
735;116996889;776
736;116983918;418
737;116979349;226
738;116991103;349
739;115581668;466
740;116997285;435
741;116998197;604
742;116993821;988
743;116972819;300
744;105022791;652
745;116979349;996
746;116987199;506
747;116992444;348
748;116986549;284
749;116998587;357
750;116973845;614
751;116992351;151
752;116987061;415
753;116993704;724
754;116989838;566
755;116990523;168
756;116998560;774
757;116984862;112
758;116999205;979
759;116994647;113
760;116995785;398
761;109966857;96
762;116982018;551
763;116999870;995
764;116994647;594
765;116994647;306
766;113746258;667
767;116998615;867
768;116993973;9
769;116970610;821
770;105022791;726
771;116992351;454
772;116983116;593
773;116999839;454
774;116990412;348
775;113746258;303
776;116987713;666
777;105016490;343
778;116999205;894
779;116970610;418
780;116994947;87
781;116990523;644
782;116984862;481
783;116993158;206
784;116970697;908
785;116990523;723
786;116987064;895
787;116998993;511
788;116990862;355
789;116970610;443
790;116989838;14
791;116979349;563
792;107314587;482
793;116995889;756
794;116983116;712
795;116998078;212
796;116988846;743
797;112728109;595
798;105017267;86
799;116993704;468
800;116986549;453
801;116988254;861
802;116995890;364
803;116987064;948
804;116970697;757
805;116985895;120
806;116989838;723
807;116977898;212
808;116976668;695
809;116989572;184
810;116999839;209
811;116988846;201
812;116976668;569
813;116982833;213
814;116996419;743
815;116976668;585
816;116994647;203
817;116988262;95
818;116990862;246
819;116970697;401
820;116989267;315
821;115581668;946
822;116993973;249
823;116988254;986
824;116993704;180
825;116979349;94
826;116999874;11
827;116999705;233
828;116999213;795
829;116999870;370
830;112623515;535
831;116996563;911
832;116978411;546
833;116996423;504
834;116999839;282
835;116995890;929
836;116979135;772
837;116988025;810
838;116984187;785
839;116998587;458
840;116997080;235
841;112728109;380
842;116986050;372
843;116994947;180
844;116999839;676
845;116979349;969
846;116988262;571
847;116999705;26
848;105007308;94
849;114111751;397
850;116994647;237
851;116989585;619
852;116970610;498
853;116993821;627
854;109966857;155
855;116989585;615
856;116998197;784
857;116993158;962
858;116981657;768
859;116998615;340
860;116987061;95
861;116988262;738
862;107516412;986
863;116999839;331
864;116970697;483
865;116983918;107
866;116997782;100
867;116988846;981
868;116998197;685
869;116993704;734
870;116972699;204
871;116994647;77
872;116996678;779
873;116994647;787
874;116998197;903
875;116995822;637
876;116990523;554
877;116998615;625
878;116976261;337
879;107314587;658
880;116986220;177
881;116997285;988
882;116999705;88
883;116998587;151
884;116976668;551
885;116983918;695
886;116994488;203
887;116999874;283
888;113746258;592
889;116976261;822
890;116979335;104
891;116993821;418
892;116988254;187
893;116993973;207
894;116990412;608
895;116983116;859
896;115581668;60
897;116979335;27
898;116996563;440
899;116993158;886
900;105010342;539
901;116996678;299
902;116989111;249
903;116987064;499
904;109061299;25
905;116988254;464
906;116998560;923
907;116997285;455
908;115581668;149
909;116998078;285
910;116999705;409
911;116972819;614
912;105007308;247
913;116989111;427
914;116999874;621
915;116987199;975
916;105007308;518
917;116986050;957
918;105022791;863
919;112623515;619
920;116994647;699
921;116983918;132
922;116989267;939
923;116994488;948
924;116987713;19
925;116998078;285
926;116996419;773
927;116990523;29
928;105009136;72
929;116989585;222
930;112623515;921
931;114111751;827
932;116977898;181
933;116999205;711
934;116988846;991
935;105022791;359
936;116995785;466
937;112728109;69
938;116998587;953
939;109966857;319
940;116973845;3
941;105022791;857
942;116994647;359
943;116992444;230
944;116973845;898
945;116987061;270
946;116973845;656
947;116988262;478
948;116977898;646
949;116984862;622
950;116994488;6
951;112728109;260
952;116998078;599
953;116991103;946
954;112728109;393
955;116978411;815
956;113746258;334
957;107314587;679
958;116987064;250
959;116989396;571
960;116988025;513
961;116988254;51
962;116989111;365
963;116987199;987
964;116986050;456
965;116982833;579
966;116986549;502
967;116997782;688
968;116995890;598
969;105016490;459
970;105009136;113
971;116970697;309
972;116988846;665
973;116994947;250
974;105010342;156
975;105003542;235
976;116998587;728
977;116981657;873
978;116984862;613
979;116998432;42
980;116976261;978
981;116994488;696
982;116995890;700
983;116988846;437
984;116981521;588
985;116995889;325
986;109966857;786
987;116995434;300
988;116996423;278
989;116986050;498
990;116997285;410
991;116990523;23
992;105016490;380
993;116979335;870
994;116972819;391
995;116996563;350
996;116979335;807
997;114111751;712
998;116992351;649
999;112728109;920
1000;116981657;917
